#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
23,6,0.53,-4.2,0.0238,6.27e-05,Moderately soluble,-4.66,0.00826,2.18e-05,Moderately soluble,-5.04,0.00345,9.1e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,Yes,-6.19,0,0,0,0,0,0.55,0,0,1,2.62
19,9,0.4,-3.64,0.0601,0.00023,Soluble,-3.85,0.0373,0.000143,Soluble,-3.88,0.0348,0.000133,Soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.54,0,0,0,0,0,0.55,0,0,0,2.34
23,10,0.41,-3.81,0.0519,0.000157,Soluble,-4.74,0.00609,1.84e-05,Moderately soluble,-6.16,0.000229,6.9e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,0,0,2.69
26,6,0.42,-4.13,0.0266,7.47e-05,Moderately soluble,-4.81,0.00556,1.56e-05,Moderately soluble,-3.9,0.0454,0.000127,Soluble,High,No,No,No,No,Yes,No,No,-6.1,0,0,0,0,0,0.55,0,1,1,3.92
27,5,0.65,-4.45,0.014,3.55e-05,Moderately soluble,-6.76,6.85e-05,1.74e-07,Poorly soluble,-4.3,0.02,5.06e-05,Moderately soluble,Low,No,Yes,No,No,Yes,No,Yes,-5.75,0,0,0,1,0,0.56,0,0,3,4.52
32,22,0.08,-5.69,0.000959,2.06e-06,Moderately soluble,-6.44,0.000169,3.61e-07,Poorly soluble,-7.33,2.2e-05,4.72e-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-5.79,1,1,0,1,0,0.55,0,1,3,3.59
26,20,0.11,-4.95,0.00457,1.13e-05,Moderately soluble,-5.17,0.00274,6.75e-06,Moderately soluble,-7.93,4.72e-06,1.16e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.12,0,0,0,0,0,0.55,0,0,2,3.53
24,9,0.59,-4.44,0.0126,3.61e-05,Moderately soluble,-6.08,0.000289,8.28e-07,Poorly soluble,-3.78,0.0575,0.000164,Soluble,High,No,No,Yes,Yes,Yes,No,Yes,-5.78,0,0,0,0,0,0.55,0,0,1,3.55
27,18,0.32,-4.91,0.0045,1.24e-05,Moderately soluble,-4.35,0.0162,4.46e-05,Moderately soluble,-6.43,0.000135,3.73e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.59,0,0,0,0,0,0.55,0,0,2,3.0
18,11,0.25,-4.27,0.0178,5.4e-05,Moderately soluble,-4.22,0.0197,6e-05,Moderately soluble,-4.84,0.00476,1.45e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.98,0,0,0,0,0,0.55,0,0,0,2.96
23,8,0.62,-1.84,4.6,0.0145,Very soluble,-0.95,35.3,0.111,Very soluble,-1.95,3.54,0.0112,Soluble,High,No,Yes,No,No,No,No,No,-8.19,0,0,0,0,0,0.55,0,0,0,3.48
26,16,0.32,-3.07,0.295,0.00085,Soluble,-2.23,2.05,0.0059,Soluble,-4.55,0.00981,2.82e-05,Moderately soluble,High,Yes,Yes,No,Yes,No,No,Yes,-7.5,0,0,0,0,0,0.55,0,0,0,4.02
17,11,0.36,-4.23,0.0173,5.95e-05,Moderately soluble,-3.5,0.0931,0.00032,Soluble,-5.16,0.00201,6.92e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-5.63,0,0,0,0,0,0.55,0,0,0,2.77
22,16,0.11,-4.56,0.00849,2.74e-05,Moderately soluble,-4.57,0.00834,2.69e-05,Moderately soluble,-6.64,7.12e-05,2.3e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.41,0,0,0,0,0,0.55,0,0,1,2.88
21,15,0.12,-5.22,0.00192,6.05e-06,Moderately soluble,-6.16,0.000221,6.94e-07,Poorly soluble,-6.23,0.000187,5.87e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,No,-4.84,0,0,0,0,0,0.56,0,0,1,2.89
19,11,0.31,-1.88,3.74,0.0133,Very soluble,-1.68,5.87,0.0209,Very soluble,-3.54,0.0814,0.00029,Soluble,High,No,No,No,No,No,No,No,-7.71,0,0,0,0,0,0.55,0,0,0,3.17
30,12,0.41,-4.48,0.0145,3.32e-05,Moderately soluble,-4.8,0.00697,1.6e-05,Moderately soluble,-7.38,1.81e-05,4.15e-08,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-6.45,0,0,0,0,0,0.55,0,0,3,2.9
25,18,0.11,-4.94,0.00453,1.15e-05,Moderately soluble,-4.69,0.00799,2.02e-05,Moderately soluble,-7.35,1.76e-05,4.45e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.03,0,0,0,0,0,0.55,0,0,2,2.71
24,12,0.44,-3.82,0.0531,0.000152,Soluble,-4.1,0.0275,7.89e-05,Moderately soluble,-5.93,0.000408,1.17e-06,Moderately soluble,High,Yes,No,No,Yes,Yes,No,No,-6.42,0,0,0,0,0,0.55,0,0,0,3.02
24,11,0.6,-2.06,3.02,0.00861,Soluble,-1.57,9.5,0.0271,Very soluble,-3.53,0.103,0.000292,Soluble,High,No,Yes,No,No,No,No,No,-8.47,0,0,0,0,0,0.55,0,0,1,4.13
20,6,0.43,-1.85,3.88,0.0141,Very soluble,-1.82,4.21,0.0153,Very soluble,-4.1,0.0217,7.89e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.59,0,0,0,0,0,0.55,0,0,0,3.33
22,6,0.53,-2.81,0.465,0.00154,Soluble,-2.76,0.522,0.00173,Soluble,-3.96,0.0327,0.000109,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.82,0,0,0,0,0,0.55,0,0,0,3.27
28,19,0.19,-3.13,0.277,0.000735,Soluble,-2.94,0.437,0.00116,Soluble,-7.1,3.01e-05,8e-08,Poorly soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-7.56,0,0,0,0,0,0.55,0,0,1,2.78
29,15,0.35,-5.22,0.00239,6.07e-06,Moderately soluble,-5.49,0.00129,3.27e-06,Moderately soluble,-6.82,5.97e-05,1.51e-07,Poorly soluble,High,Yes,Yes,No,Yes,Yes,No,Yes,-5.61,0,0,0,0,0,0.55,0,0,2,4.57
21,12,0.12,-3.83,0.0446,0.000148,Soluble,-3.94,0.0345,0.000115,Soluble,-5.65,0.000669,2.22e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-6.07,0,0,0,0,0,0.85,0,0,0,3.68
26,12,0.45,-4.52,0.0108,3.05e-05,Moderately soluble,-4.49,0.0115,3.23e-05,Moderately soluble,-5.86,0.000487,1.37e-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-5.76,0,0,0,0,0,0.55,0,0,2,2.29
28,18,0.19,-3.82,0.06,0.000151,Soluble,-3.79,0.0642,0.000162,Soluble,-6.0,0.000401,1.01e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-7.24,0,0,0,0,0,0.55,0,0,1,4.07
33,17,0.29,-4.45,0.0167,3.57e-05,Moderately soluble,-4.9,0.0059,1.26e-05,Moderately soluble,-7.04,4.24e-05,9.08e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-7.12,0,1,0,0,0,0.55,0,0,1,4.47
18,17,0.0,-4.07,0.0219,8.59e-05,Moderately soluble,-4.42,0.00971,3.82e-05,Moderately soluble,-5.7,0.000507,2e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.43,0,0,0,0,0,0.55,0,0,0,2.8
20,11,0.33,-2.72,0.515,0.0019,Soluble,-2.47,0.911,0.00337,Soluble,-4.69,0.00547,2.02e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,No,No,-6.83,0,0,0,0,0,0.55,0,0,0,2.61
23,14,0.31,-3.43,0.122,0.000372,Soluble,-4.11,0.0254,7.72e-05,Moderately soluble,-5.5,0.00105,3.18e-06,Moderately soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.63,0,0,0,0,0,0.55,0,0,0,2.96
30,12,0.48,-5.29,0.00257,5.16e-06,Moderately soluble,-5.05,0.00443,8.9e-06,Moderately soluble,-8.74,9.04e-07,1.82e-09,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.19,0,1,1,0,0,0.55,0,0,3,3.39
23,11,0.23,-2.52,1.22,0.00303,Soluble,-2.98,0.42,0.00104,Soluble,-5.36,0.00176,4.37e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.36,0,0,0,1,0,0.55,0,0,2,3.0
30,11,0.5,-2.39,1.66,0.00404,Soluble,-1.76,7.14,0.0174,Very soluble,-5.88,0.000545,1.32e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-8.37,0,0,0,0,0,0.55,0,0,2,3.33
23,17,0.18,-6.09,0.000353,8.12e-07,Poorly soluble,-5.63,0.00103,2.36e-06,Moderately soluble,-7.09,3.55e-05,8.18e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,No,No,-5.41,1,0,0,0,0,0.55,0,0,2,3.39
23,11,0.39,-3.35,0.139,0.000444,Soluble,-3.16,0.217,0.000693,Soluble,-4.38,0.0132,4.22e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-6.68,0,0,0,0,0,0.55,0,0,0,3.38
29,21,0.21,-5.0,0.00385,9.92e-06,Moderately soluble,-5.15,0.00276,7.13e-06,Moderately soluble,-7.2,2.42e-05,6.25e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.56,0,0,0,0,0,0.55,0,0,3,3.44
22,15,0.24,-3.7,0.0582,0.000198,Soluble,-3.89,0.0377,0.000128,Soluble,-5.16,0.00203,6.89e-06,Moderately soluble,High,Yes,No,Yes,No,Yes,No,No,-6.14,0,0,0,0,0,0.85,0,0,0,2.62
33,11,0.58,-3.89,0.0614,0.000128,Soluble,-4.37,0.0205,4.29e-05,Moderately soluble,-6.2,0.000299,6.27e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.3,0,2,1,0,0,0.55,0,0,2,4.17
25,18,0.11,-3.72,0.0635,0.00019,Soluble,-3.3,0.168,0.000504,Soluble,-5.35,0.0015,4.5e-06,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.83,0,0,0,0,0,0.55,0,0,0,3.81
22,9,0.62,-2.25,1.7,0.00565,Soluble,-1.65,6.8,0.0226,Very soluble,-3.17,0.201,0.000668,Soluble,High,No,Yes,No,No,No,Yes,No,-7.65,0,0,0,0,0,0.55,0,0,0,3.58
33,16,0.4,-5.43,0.00174,3.69e-06,Moderately soluble,-5.69,0.00097,2.06e-06,Moderately soluble,-7.61,1.17e-05,2.48e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.05,0,0,0,0,0,0.55,0,0,2,4.67
19,18,0.0,-3.76,0.0542,0.000172,Soluble,-3.26,0.174,0.000552,Soluble,-5.21,0.00197,6.24e-06,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.72,0,0,0,0,0,0.55,0,0,0,2.52
24,17,0.2,-5.48,0.00111,3.33e-06,Moderately soluble,-6.09,0.000273,8.19e-07,Poorly soluble,-7.04,3.02e-05,9.06e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-4.68,0,0,0,0,1,0.55,0,0,1,3.9
21,18,0.14,-4.0,0.0295,9.93e-05,Moderately soluble,-4.63,0.00698,2.35e-05,Moderately soluble,-4.62,0.00712,2.39e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.14,0,0,0,0,0,0.55,0,0,0,2.94
28,27,0.06,-2.97,0.397,0.00108,Soluble,-2.29,1.91,0.00518,Soluble,-5.36,0.00161,4.38e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.18,0,0,0,0,0,0.55,0,0,1,3.16
26,12,0.4,-3.36,0.156,0.000434,Soluble,-3.05,0.32,0.000893,Soluble,-6.18,0.000235,6.56e-07,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,No,-6.96,0,0,0,0,0,0.55,0,0,1,3.23
20,10,0.5,-2.7,0.553,0.002,Soluble,-3.06,0.242,0.000878,Soluble,-4.29,0.0143,5.19e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.67,0,0,0,0,0,0.55,0,0,0,3.0
33,17,0.37,-5.84,0.000634,1.43e-06,Moderately soluble,-5.78,0.000739,1.67e-06,Moderately soluble,-7.86,6.09e-06,1.37e-08,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-5.47,0,1,0,0,0,0.55,0,0,2,5.28
39,18,0.3,-3.71,0.104,0.000197,Soluble,-3.62,0.127,0.00024,Soluble,-8.38,2.2e-06,4.17e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-8.34,1,3,1,0,0,0.55,0,0,2,3.29
26,23,0.05,-4.67,0.00734,2.14e-05,Moderately soluble,-4.57,0.00932,2.72e-05,Moderately soluble,-7.73,6.33e-06,1.85e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.7,0,0,0,0,0,0.55,0,0,1,2.6
25,15,0.37,-4.1,0.0281,7.87e-05,Moderately soluble,-3.99,0.0369,0.000103,Soluble,-6.8,5.69e-05,1.6e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.22,0,0,0,0,0,0.55,0,0,1,3.08
20,15,0.19,-3.18,0.178,0.00066,Soluble,-2.99,0.276,0.00103,Soluble,-5.79,0.000433,1.61e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.39,0,0,0,0,0,0.55,0,0,0,2.91
28,12,0.46,-4.96,0.00418,1.09e-05,Moderately soluble,-5.67,0.000824,2.15e-06,Moderately soluble,-7.29,1.99e-05,5.18e-08,Poorly soluble,High,Yes,No,No,No,No,Yes,Yes,-5.01,0,0,1,0,1,0.55,0,0,3,3.35
27,24,0.0,-5.41,0.00155,3.92e-06,Moderately soluble,-6.4,0.000158,4e-07,Poorly soluble,-8.12,3.03e-06,7.67e-09,Poorly soluble,Low,No,Yes,Yes,No,Yes,No,No,-5.78,0,1,0,0,0,0.55,0,0,2,3.23
22,5,0.56,-1.97,3.26,0.0108,Very soluble,-1.99,3.07,0.0101,Very soluble,-4.71,0.00593,1.95e-05,Moderately soluble,High,No,Yes,No,Yes,No,No,No,-7.69,0,0,0,0,0,0.55,0,0,0,4.17
31,22,0.17,-6.24,0.000278,5.81e-07,Poorly soluble,-6.36,0.000207,4.32e-07,Poorly soluble,-9.46,1.65e-07,3.44e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.5,0,0,0,0,1,0.55,0,0,2,3.81
28,12,0.57,-4.76,0.00667,1.74e-05,Moderately soluble,-5.04,0.00346,9.02e-06,Moderately soluble,-5.81,0.000597,1.56e-06,Moderately soluble,High,Yes,No,No,No,Yes,Yes,Yes,-5.69,0,0,0,0,0,0.55,0,0,2,3.8
32,24,0.08,-7.62,1.22e-05,2.41e-08,Poorly soluble,-8.05,4.55e-06,9e-09,Poorly soluble,-10.37,2.14e-08,4.23e-11,Insoluble,High,No,Yes,Yes,Yes,Yes,No,No,-4.41,2,3,0,1,1,0.17,1,0,2,3.33
33,25,0.2,-5.35,0.00195,4.43e-06,Moderately soluble,-6.39,0.000178,4.05e-07,Poorly soluble,-8.69,9.02e-07,2.05e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.95,0,1,0,0,0,0.55,0,0,2,3.59
26,18,0.26,-3.26,0.193,0.000554,Soluble,-3.28,0.184,0.000529,Soluble,-6.7,7.03e-05,2.02e-07,Poorly soluble,High,No,Yes,Yes,No,No,Yes,Yes,-7.14,0,0,0,0,0,0.55,0,0,0,2.84
25,17,0.38,-2.86,0.468,0.00137,Soluble,-2.67,0.738,0.00216,Soluble,-3.7,0.0686,0.000201,Soluble,High,No,No,No,No,No,No,No,-7.78,0,0,0,0,0,0.55,0,0,0,3.16
18,15,0.0,-3.21,0.188,0.000614,Soluble,-3.0,0.309,0.00101,Soluble,-5.48,0.00101,3.3e-06,Moderately soluble,High,No,No,Yes,No,No,No,No,-7.05,0,0,0,0,0,0.55,0,0,0,2.57
20,15,0.0,-4.64,0.00699,2.27e-05,Moderately soluble,-5.01,0.00297,9.66e-06,Moderately soluble,-6.02,0.000293,9.55e-07,Poorly soluble,High,Yes,No,Yes,Yes,No,No,No,-5.38,0,0,0,0,0,0.55,0,0,1,1.87
29,17,0.24,-4.19,0.0264,6.42e-05,Moderately soluble,-4.65,0.00932,2.26e-05,Moderately soluble,-7.23,2.41e-05,5.85e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.6,0,0,0,0,0,0.55,0,0,2,3.15
26,10,0.65,-3.55,0.108,0.000283,Soluble,-4.06,0.0333,8.71e-05,Moderately soluble,-4.29,0.0195,5.11e-05,Moderately soluble,High,No,Yes,Yes,Yes,Yes,No,No,-7.0,0,0,0,0,0,0.55,0,0,1,3.89
31,18,0.09,-6.96,5.19e-05,1.09e-07,Poorly soluble,-7.36,2.1e-05,4.4e-08,Poorly soluble,-9.08,3.99e-07,8.38e-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-4.77,1,1,0,1,1,0.55,1,0,2,3.88
23,14,0.32,-4.76,0.00566,1.75e-05,Moderately soluble,-5.4,0.00128,3.97e-06,Moderately soluble,-5.66,0.000701,2.17e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.13,0,0,0,0,0,0.55,0,0,1,2.81
25,21,0.0,-3.82,0.0495,0.00015,Soluble,-3.94,0.0381,0.000115,Soluble,-7.29,1.71e-05,5.18e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.46,0,0,0,0,0,0.55,0,0,0,2.85
34,24,0.07,-5.95,0.000528,1.12e-06,Moderately soluble,-6.57,0.000128,2.7e-07,Poorly soluble,-9.58,1.25e-07,2.65e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.59,0,2,0,1,1,0.55,0,0,3,3.12
34,15,0.32,-5.15,0.00383,7.07e-06,Moderately soluble,-6.11,0.000419,7.73e-07,Poorly soluble,-7.08,4.54e-05,8.38e-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.26,1,2,1,1,0,0.55,0,0,1,4.02
25,6,0.53,-2.1,3.12,0.00801,Soluble,-2.29,1.99,0.00511,Soluble,-3.54,0.111,0.000285,Soluble,High,No,No,No,No,No,No,No,-8.53,0,0,0,0,0,0.55,0,0,1,3.01
22,6,0.38,-2.22,2.08,0.00596,Soluble,-2.58,0.921,0.00264,Soluble,-3.9,0.0441,0.000126,Soluble,High,No,No,No,Yes,No,No,No,-7.81,0,0,0,0,0,0.55,0,0,1,2.6
22,6,0.5,-3.48,0.128,0.000329,Soluble,-3.23,0.231,0.000594,Soluble,-4.44,0.0142,3.65e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.37,0,0,0,0,0,0.55,0,0,1,3.82
41,18,0.39,-4.99,0.00577,1.03e-05,Moderately soluble,-4.71,0.0108,1.93e-05,Moderately soluble,-7.2,3.52e-05,6.28e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.53,1,3,0,0,0,0.55,0,0,2,4.61
24,21,0.11,-4.69,0.00652,2.06e-05,Moderately soluble,-4.99,0.0032,1.01e-05,Moderately soluble,-7.07,2.68e-05,8.47e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.41,0,0,0,0,0,0.55,0,0,1,2.92
26,21,0.12,-4.97,0.00405,1.06e-05,Moderately soluble,-6.95,4.3e-05,1.13e-07,Poorly soluble,-7.05,3.42e-05,8.97e-08,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-5.81,0,0,1,1,1,0.55,0,0,2,3.38
25,16,0.22,-3.44,0.123,0.000361,Soluble,-3.42,0.129,0.000378,Soluble,-6.35,0.000153,4.51e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.71,0,0,0,0,0,0.55,0,0,0,2.43
20,15,0.27,-4.36,0.0126,4.4e-05,Moderately soluble,-4.38,0.012,4.18e-05,Moderately soluble,-6.05,0.000254,8.85e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5.37,0,0,0,0,0,0.55,0,0,1,2.7
31,12,0.43,-4.37,0.0202,4.29e-05,Moderately soluble,-5.02,0.00453,9.6e-06,Moderately soluble,-7.05,4.21e-05,8.93e-08,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.1,0,0,0,0,0,0.55,0,0,2,4.49
15,6,0.5,-1.36,12.0,0.0437,Very soluble,-0.64,63.7,0.232,Very soluble,-2.24,1.59,0.00578,Soluble,High,No,No,No,No,No,No,No,-8.45,0,1,0,0,0,0.55,0,0,0,2.52
32,15,0.38,-5.29,0.00232,5.1e-06,Moderately soluble,-5.98,0.000479,1.05e-06,Moderately soluble,-8.23,2.66e-06,5.85e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.2,0,0,0,0,0,0.55,0,0,2,3.65
24,17,0.06,-5.25,0.00201,5.68e-06,Moderately soluble,-5.85,0.000496,1.4e-06,Moderately soluble,-6.99,3.61e-05,1.02e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.21,0,0,0,0,0,0.55,0,0,2,3.19
22,15,0.25,-4.69,0.00644,2.02e-05,Moderately soluble,-5.42,0.00121,3.79e-06,Moderately soluble,-6.42,0.000121,3.79e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.27,0,0,0,0,0,0.55,0,0,1,2.93
22,6,0.19,-2.64,0.729,0.00229,Soluble,-2.85,0.446,0.0014,Soluble,-2.42,1.2,0.00377,Soluble,High,No,No,Yes,Yes,No,No,No,-7.24,0,0,0,0,0,0.56,0,1,0,3.59
17,5,0.5,-2.79,0.412,0.00164,Soluble,-3.64,0.0576,0.000229,Soluble,-2.86,0.347,0.00138,Soluble,High,No,No,Yes,Yes,No,No,No,-6.29,0,0,0,0,0,0.55,0,0,0,3.43
33,25,0.17,-4.95,0.00514,1.12e-05,Moderately soluble,-5.29,0.00237,5.16e-06,Moderately soluble,-8.59,1.19e-06,2.59e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-6.89,0,0,0,0,0,0.55,0,0,1,3.9
32,20,0.36,-3.6,0.108,0.000251,Soluble,-2.69,0.882,0.00206,Soluble,-6.24,0.000247,5.77e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.82,0,1,0,0,0,0.55,0,0,1,4.41
29,17,0.21,-4.53,0.0119,2.93e-05,Moderately soluble,-5.0,0.00407,9.99e-06,Moderately soluble,-6.3,0.000202,4.97e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-6.24,0,0,0,0,0,0.55,0,2,3,3.85
26,12,0.29,-2.88,0.523,0.00133,Soluble,-2.7,0.777,0.00198,Soluble,-3.24,0.224,0.000571,Soluble,High,No,No,No,No,No,No,No,-8.11,0,0,0,0,0,0.55,0,0,1,2.82
20,11,0.33,-1.74,5.06,0.0183,Very soluble,-1.93,3.27,0.0118,Very soluble,-3.35,0.123,0.000446,Soluble,High,No,No,No,No,No,No,No,-7.86,0,0,0,0,0,0.55,0,0,0,3.24
20,11,0.21,-2.65,0.604,0.00222,Soluble,-2.2,1.73,0.00635,Soluble,-4.45,0.00975,3.58e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-7.0,0,0,0,0,0,0.55,0,0,0,3.12
28,12,0.35,-4.35,0.0174,4.51e-05,Moderately soluble,-4.67,0.00814,2.11e-05,Moderately soluble,-5.39,0.00158,4.09e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.25,0,0,0,0,0,0.55,0,0,1,4.12
19,9,0.33,-2.43,1.05,0.00374,Soluble,-3.04,0.254,0.000905,Soluble,-2.88,0.369,0.00132,Soluble,High,No,No,Yes,No,No,No,No,-7.15,0,0,0,0,0,0.55,0,0,0,2.85
20,14,0.18,-1.76,5.03,0.0172,Very soluble,-1.36,12.7,0.0434,Very soluble,-2.99,0.301,0.00103,Soluble,High,No,No,No,No,No,No,No,-8.32,0,0,0,0,0,0.55,0,0,0,2.95
21,10,0.64,-0.46,101.0,0.345,Very soluble,0.38,696.0,2.38,Highly soluble,-0.49,95.0,0.325,Soluble,Low,No,No,No,No,No,No,No,-9.52,0,1,0,0,1,0.55,0,0,0,3.13
20,5,0.5,-2.01,2.66,0.00978,Soluble,-2.13,2.04,0.00749,Soluble,-2.68,0.574,0.00211,Soluble,High,No,Yes,No,No,No,No,No,-7.48,0,0,0,0,0,0.55,0,0,0,2.97
27,14,0.6,-5.04,0.00349,9.11e-06,Moderately soluble,-6.05,0.000345,9.01e-07,Poorly soluble,-5.71,0.000746,1.95e-06,Moderately soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.58,0,0,0,0,0,0.55,0,0,2,4.5
18,10,0.14,-2.97,0.355,0.00108,Soluble,-4.13,0.0245,7.44e-05,Moderately soluble,-4.14,0.0236,7.18e-05,Moderately soluble,Low,No,No,No,No,No,No,No,-7.25,0,0,1,1,0,0.55,0,0,0,2.91
26,16,0.4,-5.4,0.0014,3.97e-06,Moderately soluble,-6.45,0.000126,3.56e-07,Poorly soluble,-5.53,0.00106,2.99e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-4.95,0,0,0,0,0,0.55,0,0,2,3.54
20,6,0.53,-2.1,2.19,0.00794,Soluble,-1.88,3.63,0.0131,Very soluble,-3.56,0.0754,0.000273,Soluble,High,Yes,Yes,No,No,No,No,No,-7.25,0,0,0,0,0,0.55,0,0,0,3.33
25,14,0.47,-2.73,0.767,0.00187,Soluble,-1.96,4.51,0.011,Very soluble,-2.63,0.962,0.00234,Soluble,High,No,No,No,No,No,No,No,-8.6,0,0,0,0,0,0.55,0,0,1,3.51
22,17,0.13,-3.5,0.101,0.000318,Soluble,-3.52,0.0949,0.000299,Soluble,-6.56,8.67e-05,2.73e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-6.68,0,0,0,0,0,0.55,0,0,0,2.9
32,18,0.41,-3.93,0.0511,0.000117,Soluble,-3.97,0.0466,0.000106,Soluble,-5.16,0.00303,6.9e-06,Moderately soluble,High,No,No,No,No,Yes,No,Yes,-7.45,0,0,0,0,0,0.55,0,0,1,3.71
26,16,0.35,-3.03,0.337,0.000944,Soluble,-3.29,0.182,0.000509,Soluble,-5.16,0.0025,6.98e-06,Moderately soluble,High,No,No,No,No,No,No,Yes,-7.53,0,0,0,0,0,0.55,0,0,1,3.04
21,12,0.29,-4.23,0.0177,5.9e-05,Moderately soluble,-4.04,0.0277,9.2e-05,Moderately soluble,-5.59,0.000775,2.58e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.54,0,0,0,0,0,0.55,0,1,1,2.48
